RID,DESIGN_ROW,SCENARIO,SEQ,pref1,pref4,a1_x1,a2_x1,a3_x1,a4_x1
144,12,12,3,1,3,11,15,4,7
144,13,13,2,4,1,9,2,5,14
144,15,15,13,1,3,12,8,10,5
144,17,17,12,2,3,8,11,13,16
144,18,18,8,2,3,3,7,10,8
144,21,21,6,3,1,3,16,12,5
144,23,23,5,4,2,12,13,16,14
144,28,28,4,1,3,16,1,9,7
144,29,29,11,2,4,7,12,10,9
142,29,29,1,,,7,12,10,9
135,19,19,1,,,6,9,3,4
133,20,20,2,,,6,12,1,2
133,24,24,1,2,1,8,4,9,14
138,2,2,3,,,2,1,10,3
138,13,13,1,2,4,9,2,5,14
138,31,31,2,3,1,14,16,1,7
136,10,10,1,,,13,3,1,4
156,4,4,16,1,4,11,13,10,9
156,3,3,8,2,3,16,15,4,10
156,2,2,18,2,3,2,1,10,3
156,1,1,6,1,3,7,2,11,14
156,5,5,1,4,1,13,6,10,14
156,6,6,15,4,1,6,2,8,7
156,7,7,25,3,2,6,4,16,8
156,8,8,12,2,4,14,15,5,3
156,9,9,14,2,1,3,15,8,14
156,10,10,22,3,4,13,3,1,4
156,11,11,13,3,4,6,11,15,12
156,12,12,9,2,3,11,15,4,7
156,13,13,19,3,1,9,2,5,14
156,14,14,29,2,1,4,2,13,12
156,15,15,28,4,1,12,8,10,5
156,16,16,20,2,1,13,5,7,6
156,17,17,21,4,3,8,11,13,16
156,18,18,30,2,1,3,7,10,8
156,19,19,4,1,4,6,9,3,4
156,20,20,31,3,2,6,12,1,2
156,21,21,10,4,1,3,16,12,5
156,22,22,24,4,3,16,2,10,15
156,23,23,7,3,2,12,13,16,14
156,24,24,17,1,2,8,4,9,14
156,25,25,32,1,2,3,9,11,12
156,26,26,26,1,4,15,1,5,13
156,27,27,27,3,4,1,8,5,11
156,28,28,23,1,3,16,1,9,7
156,29,29,2,1,2,7,12,10,9
156,30,30,11,1,2,15,9,1,6
156,31,31,5,2,1,14,16,1,7
156,32,32,3,2,4,2,5,11,4
158,4,4,13,2,4,11,13,10,9
158,3,3,32,4,3,16,15,4,10
158,2,2,27,1,2,2,1,10,3
158,1,1,19,2,1,7,2,11,14
158,5,5,22,4,2,13,6,10,14
158,6,6,26,2,3,6,2,8,7
158,7,7,28,3,4,6,4,16,8
158,8,8,2,1,2,14,15,5,3
158,9,9,11,4,3,3,15,8,14
158,10,10,9,1,4,13,3,1,4
158,11,11,17,2,4,6,11,15,12
158,12,12,24,1,3,11,15,4,7
158,13,13,23,2,3,9,2,5,14
158,14,14,16,2,4,4,2,13,12
158,15,15,6,3,1,12,8,10,5
158,16,16,21,1,3,13,5,7,6
158,17,17,30,3,1,8,11,13,16
158,18,18,7,3,2,3,7,10,8
158,19,19,29,3,4,6,9,3,4
158,20,20,5,4,2,6,12,1,2
158,21,21,10,2,3,3,16,12,5
158,22,22,8,2,4,16,2,10,15
158,23,23,25,4,1,12,13,16,14
158,24,24,14,4,2,8,4,9,14
158,25,25,15,3,4,3,9,11,12
158,26,26,20,4,1,15,1,5,13
158,27,27,31,4,2,1,8,5,11
158,28,28,3,1,4,16,1,9,7
158,29,29,18,3,2,7,12,10,9
158,30,30,4,2,4,15,9,1,6
158,31,31,1,1,4,14,16,1,7
158,32,32,12,1,4,2,5,11,4
157,18,18,2,,,3,7,10,8
157,28,28,1,1,2,16,1,9,7
151,22,22,1,,,16,2,10,15
164,4,4,6,2,3,11,13,10,9
164,3,3,12,4,3,16,15,4,10
164,2,2,1,2,3,2,1,10,3
164,1,1,25,4,1,7,2,11,14
164,5,5,8,4,3,13,6,10,14
164,6,6,15,2,3,6,2,8,7
164,7,7,32,1,4,6,4,16,8
164,8,8,3,1,3,14,15,5,3
164,9,9,20,4,3,3,15,8,14
164,10,10,5,1,4,13,3,1,4
164,11,11,19,2,1,6,11,15,12
164,12,12,31,1,4,11,15,4,7
164,13,13,16,4,3,9,2,5,14
164,14,14,10,2,1,4,2,13,12
164,15,15,21,1,2,12,8,10,5
164,16,16,24,1,3,13,5,7,6
164,17,17,13,3,1,8,11,13,16
164,18,18,17,1,4,3,7,10,8
164,19,19,14,3,4,6,9,3,4
164,20,20,23,3,2,6,12,1,2
164,21,21,11,3,4,3,16,12,5
164,22,22,4,1,3,16,2,10,15
164,23,23,7,4,1,12,13,16,14
164,24,24,29,4,1,8,4,9,14
164,25,25,2,4,3,3,9,11,12
164,26,26,9,2,3,15,1,5,13
164,27,27,18,1,2,1,8,5,11
164,28,28,28,2,4,16,1,9,7
164,29,29,30,4,1,7,12,10,9
164,30,30,22,3,2,15,9,1,6
164,31,31,26,1,4,14,16,1,7
164,32,32,27,3,4,2,5,11,4
166,4,4,8,4,3,11,13,10,9
166,3,3,23,2,3,16,15,4,10
166,2,2,27,3,1,2,1,10,3
166,1,1,10,4,2,7,2,11,14
166,5,5,22,4,3,13,6,10,14
166,6,6,1,1,2,6,2,8,7
166,7,7,30,1,2,6,4,16,8
166,8,8,19,2,4,14,15,5,3
166,9,9,29,2,1,3,15,8,14
166,10,10,25,1,3,13,3,1,4
166,11,11,24,3,4,6,11,15,12
166,12,12,9,2,3,11,15,4,7
166,13,13,3,3,2,9,2,5,14
166,14,14,6,3,2,4,2,13,12
166,15,15,12,4,3,12,8,10,5
166,16,16,2,2,3,13,5,7,6
166,17,17,28,3,1,8,11,13,16
166,18,18,21,4,1,3,7,10,8
166,19,19,32,2,4,6,9,3,4
166,20,20,26,1,4,6,12,1,2
166,21,21,17,4,1,3,16,12,5
166,22,22,15,4,2,16,2,10,15
166,23,23,7,4,1,12,13,16,14
166,24,24,14,3,2,8,4,9,14
166,25,25,20,2,1,3,9,11,12
166,26,26,31,1,2,15,1,5,13
166,27,27,5,3,1,1,8,5,11
166,28,28,13,3,2,16,1,9,7
166,29,29,4,4,3,7,12,10,9
166,30,30,18,1,3,15,9,1,6
166,31,31,11,1,3,14,16,1,7
166,32,32,16,2,1,2,5,11,4
163,2,2,3,4,1,2,1,10,3
163,5,5,4,1,3,13,6,10,14
163,11,11,2,4,1,6,11,15,12
163,18,18,1,2,3,3,7,10,8
163,19,19,6,,,6,9,3,4
163,24,24,5,1,3,8,4,9,14
159,15,15,1,,,12,8,10,5
162,9,9,1,2,1,3,15,8,14
162,23,23,2,,,12,13,16,14
165,2,2,2,,,2,1,10,3
165,26,26,1,1,4,15,1,5,13
167,4,4,14,1,4,11,13,10,9
167,3,3,13,2,4,16,15,4,10
167,2,2,29,1,3,2,1,10,3
167,1,1,28,2,4,7,2,11,14
167,5,5,18,4,2,13,6,10,14
167,6,6,19,2,1,6,2,8,7
167,7,7,12,4,1,6,4,16,8
167,8,8,26,2,4,14,15,5,3
167,9,9,17,2,1,3,15,8,14
167,10,10,6,3,1,13,3,1,4
167,11,11,1,3,1,6,11,15,12
167,12,12,5,2,3,11,15,4,7
167,13,13,7,2,1,9,2,5,14
167,14,14,3,2,1,4,2,13,12
167,15,15,25,2,3,12,8,10,5
167,16,16,22,3,4,13,5,7,6
167,17,17,8,4,3,8,11,13,16
167,18,18,10,2,1,3,7,10,8
167,19,19,24,2,1,6,9,3,4
167,20,20,32,4,1,6,12,1,2
167,21,21,15,2,1,3,16,12,5
167,22,22,31,2,3,16,2,10,15
167,23,23,21,3,2,12,13,16,14
167,24,24,30,1,3,8,4,9,14
167,25,25,4,3,2,3,9,11,12
167,26,26,9,1,4,15,1,5,13
167,27,27,27,1,3,1,8,5,11
167,28,28,20,4,3,16,1,9,7
167,29,29,2,1,4,7,12,10,9
167,30,30,23,1,4,15,9,1,6
167,31,31,11,4,1,14,16,1,7
167,32,32,16,1,4,2,5,11,4
168,4,4,5,2,4,11,13,10,9
168,2,2,3,2,3,2,1,10,3
168,7,7,2,2,4,6,4,16,8
168,13,13,4,4,1,9,2,5,14
168,17,17,1,3,1,8,11,13,16
168,19,19,7,4,1,6,9,3,4
168,27,27,8,,,1,8,5,11
168,31,31,6,1,4,14,16,1,7
170,4,4,17,3,1,11,13,10,9
170,3,3,18,2,1,16,15,4,10
170,2,2,24,3,2,2,1,10,3
170,1,1,26,4,3,7,2,11,14
170,5,5,5,1,4,13,6,10,14
170,6,6,10,2,3,6,2,8,7
170,7,7,7,1,4,6,4,16,8
170,8,8,22,2,4,14,15,5,3
170,9,9,3,2,3,3,15,8,14
170,10,10,9,1,3,13,3,1,4
170,11,11,23,3,2,6,11,15,12
170,12,12,28,2,1,11,15,4,7
170,13,13,16,3,2,9,2,5,14
170,14,14,12,3,1,4,2,13,12
170,15,15,4,4,2,12,8,10,5
170,16,16,11,2,3,13,5,7,6
170,17,17,20,3,2,8,11,13,16
170,18,18,15,3,4,3,7,10,8
170,19,19,1,2,4,6,9,3,4
170,20,20,14,1,3,6,12,1,2
170,21,21,30,4,1,3,16,12,5
170,22,22,13,4,1,16,2,10,15
170,23,23,8,2,1,12,13,16,14
170,24,24,19,3,1,8,4,9,14
170,25,25,25,2,3,3,9,11,12
170,26,26,31,1,2,15,1,5,13
170,27,27,2,3,1,1,8,5,11
170,28,28,21,3,2,16,1,9,7
170,29,29,29,3,1,7,12,10,9
170,30,30,32,1,3,15,9,1,6
170,31,31,6,1,3,14,16,1,7
170,32,32,27,2,3,2,5,11,4
176,4,4,30,3,4,11,13,10,9
176,3,3,16,4,3,16,15,4,10
176,2,2,15,3,1,2,1,10,3
176,1,1,8,1,2,7,2,11,14
176,5,5,2,1,2,13,6,10,14
176,6,6,3,4,2,6,2,8,7
176,7,7,27,3,4,6,4,16,8
176,8,8,28,3,2,14,15,5,3
176,9,9,20,1,3,3,15,8,14
176,10,10,18,1,4,13,3,1,4
176,11,11,9,2,4,6,11,15,12
176,12,12,12,4,3,11,15,4,7
176,13,13,6,3,2,9,2,5,14
176,14,14,26,1,2,4,2,13,12
176,15,15,4,4,1,12,8,10,5
176,16,16,5,1,4,13,5,7,6
176,17,17,31,4,1,8,11,13,16
176,18,18,11,3,1,3,7,10,8
176,19,19,14,1,4,6,9,3,4
176,20,20,17,3,4,6,12,1,2
176,21,21,24,4,1,3,16,12,5
176,22,22,22,3,2,16,2,10,15
176,23,23,1,2,1,12,13,16,14
176,24,24,25,2,1,8,4,9,14
176,25,25,7,3,4,3,9,11,12
176,26,26,13,3,2,15,1,5,13
176,27,27,19,3,2,1,8,5,11
176,28,28,23,4,3,16,1,9,7
176,29,29,10,3,2,7,12,10,9
176,30,30,32,3,1,15,9,1,6
176,31,31,21,4,1,14,16,1,7
176,32,32,29,2,1,2,5,11,4
177,4,4,1,2,1,11,13,10,9
177,3,3,15,2,3,16,15,4,10
177,2,2,10,4,1,2,1,10,3
177,1,1,11,4,3,7,2,11,14
177,5,5,14,1,2,13,6,10,14
177,6,6,17,4,1,6,2,8,7
177,7,7,3,3,4,6,4,16,8
177,8,8,12,3,4,14,15,5,3
177,9,9,6,2,3,3,15,8,14
177,10,10,18,1,3,13,3,1,4
177,11,11,28,3,2,6,11,15,12
177,12,12,7,2,1,11,15,4,7
177,13,13,19,3,2,9,2,5,14
177,14,14,9,4,2,4,2,13,12
177,15,15,29,4,2,12,8,10,5
177,16,16,13,2,4,13,5,7,6
177,17,17,32,3,2,8,11,13,16
177,18,18,20,2,4,3,7,10,8
177,19,19,24,2,1,6,9,3,4
177,20,20,30,2,1,6,12,1,2
177,21,21,4,4,1,3,16,12,5
177,22,22,21,4,2,16,2,10,15
177,23,23,22,2,3,12,13,16,14
177,24,24,16,4,1,8,4,9,14
177,25,25,27,4,3,3,9,11,12
177,26,26,23,3,2,15,1,5,13
177,27,27,2,3,2,1,8,5,11
177,28,28,5,1,4,16,1,9,7
177,29,29,25,2,3,7,12,10,9
177,30,30,8,1,4,15,9,1,6
177,31,31,26,1,3,14,16,1,7
177,32,32,31,2,3,2,5,11,4
174,19,19,3,,,6,9,3,4
174,20,20,2,2,4,6,12,1,2
174,28,28,1,4,2,16,1,9,7
175,15,15,1,,,12,8,10,5
182,4,4,2,1,2,11,13,10,9
182,1,1,10,,,7,2,11,14
182,5,5,7,4,2,13,6,10,14
182,8,8,5,2,4,14,15,5,3
182,9,9,3,4,1,3,15,8,14
182,10,10,9,1,4,13,3,1,4
182,19,19,8,3,2,6,9,3,4
182,21,21,4,2,1,3,16,12,5
182,24,24,1,1,2,8,4,9,14
182,29,29,6,1,4,7,12,10,9
184,3,3,3,,,16,15,4,10
184,12,12,1,1,3,11,15,4,7
184,28,28,2,4,2,16,1,9,7
187,4,4,6,1,3,11,13,10,9
187,3,3,20,1,4,16,15,4,10
187,2,2,31,2,3,2,1,10,3
187,1,1,29,4,2,7,2,11,14
187,5,5,9,4,3,13,6,10,14
187,6,6,1,3,1,6,2,8,7
187,7,7,19,4,1,6,4,16,8
187,8,8,8,1,4,14,15,5,3
187,9,9,4,4,1,3,15,8,14
187,10,10,10,1,2,13,3,1,4
187,11,11,26,4,1,6,11,15,12
187,12,12,22,4,3,11,15,4,7
187,13,13,28,4,1,9,2,5,14
187,14,14,30,3,1,4,2,13,12
187,15,15,5,2,3,12,8,10,5
187,16,16,25,3,4,13,5,7,6
187,17,17,32,1,2,8,11,13,16
187,18,18,27,4,3,3,7,10,8
187,19,19,14,4,2,6,9,3,4
187,20,20,23,2,1,6,12,1,2
187,21,21,18,4,1,3,16,12,5
187,22,22,12,1,3,16,2,10,15
187,23,23,3,4,1,12,13,16,14
187,24,24,13,1,2,8,4,9,14
187,25,25,11,3,1,3,9,11,12
187,26,26,16,3,2,15,1,5,13
187,27,27,21,4,1,1,8,5,11
187,28,28,17,4,3,16,1,9,7
187,29,29,15,1,3,7,12,10,9
187,30,30,24,1,2,15,9,1,6
187,31,31,7,4,3,14,16,1,7
187,32,32,2,2,4,2,5,11,4
190,4,4,16,4,1,11,13,10,9
190,3,3,25,1,3,16,15,4,10
190,2,2,20,3,1,2,1,10,3
190,1,1,30,1,2,7,2,11,14
190,5,5,28,3,2,13,6,10,14
190,6,6,14,3,2,6,2,8,7
190,7,7,22,3,1,6,4,16,8
190,8,8,9,1,4,14,15,5,3
190,9,9,3,3,1,3,15,8,14
190,10,10,7,1,3,13,3,1,4
190,11,11,6,3,4,6,11,15,12
190,12,12,8,4,3,11,15,4,7
190,13,13,32,1,2,9,2,5,14
190,14,14,18,3,2,4,2,13,12
190,15,15,2,3,1,12,8,10,5
190,16,16,13,1,4,13,5,7,6
190,17,17,31,4,2,8,11,13,16
190,18,18,17,4,1,3,7,10,8
190,19,19,23,2,1,6,9,3,4
190,20,20,24,1,4,6,12,1,2
190,21,21,10,2,3,3,16,12,5
190,22,22,27,1,2,16,2,10,15
190,23,23,5,3,1,12,13,16,14
190,24,24,1,3,2,8,4,9,14
190,25,25,19,2,4,3,9,11,12
190,26,26,4,4,2,15,1,5,13
190,27,27,15,2,1,1,8,5,11
190,28,28,26,1,2,16,1,9,7
190,29,29,21,3,2,7,12,10,9
190,30,30,29,2,4,15,9,1,6
190,31,31,11,2,3,14,16,1,7
190,32,32,12,2,1,2,5,11,4
189,23,23,1,,,12,13,16,14
214,4,4,21,4,3,11,13,10,9
214,3,3,8,2,3,16,15,4,10
214,2,2,1,3,4,2,1,10,3
214,1,1,32,4,2,7,2,11,14
214,5,5,11,1,3,13,6,10,14
214,6,6,6,4,2,6,2,8,7
214,7,7,23,3,2,6,4,16,8
214,8,8,15,2,4,14,15,5,3
214,9,9,5,2,1,3,15,8,14
214,10,10,13,1,4,13,3,1,4
214,11,11,3,3,2,6,11,15,12
214,12,12,12,2,3,11,15,4,7
214,13,13,16,3,2,9,2,5,14
214,14,14,30,4,1,4,2,13,12
214,15,15,24,4,2,12,8,10,5
214,16,16,22,2,4,13,5,7,6
214,17,17,26,4,1,8,11,13,16
214,18,18,27,2,1,3,7,10,8
214,19,19,20,2,4,6,9,3,4
214,20,20,29,2,4,6,12,1,2
214,21,21,28,4,1,3,16,12,5
214,22,22,4,4,2,16,2,10,15
214,23,23,31,4,1,12,13,16,14
214,24,24,2,3,2,8,4,9,14
214,25,25,19,2,1,3,9,11,12
214,26,26,18,1,2,15,1,5,13
214,27,27,10,3,1,1,8,5,11
214,28,28,9,3,2,16,1,9,7
214,29,29,17,4,2,7,12,10,9
214,30,30,7,1,3,15,9,1,6
214,31,31,25,1,3,14,16,1,7
214,32,32,14,2,4,2,5,11,4
234,4,4,5,3,1,11,13,10,9
234,3,3,16,2,3,16,15,4,10
234,2,2,26,3,1,2,1,10,3
234,1,1,4,4,2,7,2,11,14
234,5,5,10,1,2,13,6,10,14
234,6,6,25,1,3,6,2,8,7
234,7,7,19,3,4,6,4,16,8
234,8,8,9,2,4,14,15,5,3
234,9,9,15,2,3,3,15,8,14
234,10,10,2,1,4,13,3,1,4
234,11,11,11,3,1,6,11,15,12
234,12,12,32,2,3,11,15,4,7
234,13,13,23,4,2,9,2,5,14
234,14,14,3,3,1,4,2,13,12
234,15,15,17,1,2,12,8,10,5
234,16,16,13,1,4,13,5,7,6
234,17,17,1,3,1,8,11,13,16
234,18,18,18,3,4,3,7,10,8
234,19,19,20,3,4,6,9,3,4
234,20,20,29,2,4,6,12,1,2
234,21,21,14,2,4,3,16,12,5
234,22,22,24,4,2,16,2,10,15
234,23,23,22,2,1,12,13,16,14
234,24,24,21,4,1,8,4,9,14
234,25,25,8,1,3,3,9,11,12
234,26,26,12,4,2,15,1,5,13
234,27,27,30,3,2,1,8,5,11
234,28,28,27,1,4,16,1,9,7
234,29,29,28,2,1,7,12,10,9
234,30,30,7,1,4,15,9,1,6
234,31,31,6,1,3,14,16,1,7
234,32,32,31,2,4,2,5,11,4
208,2,2,1,3,1,2,1,10,3
208,16,16,2,,,13,5,7,6
225,2,2,4,2,3,2,1,10,3
225,1,1,9,,,7,2,11,14
225,5,5,1,2,4,13,6,10,14
225,18,18,8,2,1,3,7,10,8
225,22,22,6,1,3,16,2,10,15
225,24,24,5,2,4,8,4,9,14
225,26,26,2,2,4,15,1,5,13
225,29,29,3,1,2,7,12,10,9
225,31,31,7,2,1,14,16,1,7
228,10,10,1,,,13,3,1,4
224,4,4,5,1,3,11,13,10,9
224,2,2,6,4,3,2,1,10,3
224,1,1,13,1,3,7,2,11,14
224,5,5,7,4,3,13,6,10,14
224,6,6,1,3,1,6,2,8,7
224,12,12,11,3,1,11,15,4,7
224,13,13,14,,,9,2,5,14
224,17,17,4,1,3,8,11,13,16
224,18,18,9,2,3,3,7,10,8
224,20,20,8,3,2,6,12,1,2
224,24,24,12,1,3,8,4,9,14
224,27,27,10,2,4,1,8,5,11
224,29,29,2,1,4,7,12,10,9
224,30,30,3,1,2,15,9,1,6
200,3,3,8,2,3,16,15,4,10
200,13,13,4,4,1,9,2,5,14
200,14,14,7,3,2,4,2,13,12
200,15,15,1,2,3,12,8,10,5
200,16,16,11,,,13,5,7,6
200,17,17,3,3,2,8,11,13,16
200,21,21,9,4,1,3,16,12,5
200,23,23,10,2,1,12,13,16,14
200,26,26,5,4,2,15,1,5,13
200,28,28,2,4,2,16,1,9,7
200,31,31,6,4,2,14,16,1,7
210,2,2,4,,,2,1,10,3
210,5,5,1,1,3,13,6,10,14
210,17,17,3,3,2,8,11,13,16
210,21,21,2,4,3,3,16,12,5
206,21,21,1,,,3,16,12,5
207,21,21,1,,,3,16,12,5
221,2,2,5,3,1,2,1,10,3
221,1,1,7,4,2,7,2,11,14
221,6,6,2,4,2,6,2,8,7
221,7,7,3,4,2,6,4,16,8
221,10,10,8,1,2,13,3,1,4
221,11,11,10,4,2,6,11,15,12
221,15,15,9,1,3,12,8,10,5
221,17,17,1,1,3,8,11,13,16
221,18,18,11,,,3,7,10,8
221,24,24,6,4,2,8,4,9,14
221,29,29,4,1,3,7,12,10,9
217,7,7,1,4,1,6,4,16,8
217,8,8,4,1,4,14,15,5,3
217,13,13,6,3,2,9,2,5,14
217,15,15,3,2,1,12,8,10,5
217,19,19,7,,,6,9,3,4
217,21,21,2,4,3,3,16,12,5
217,24,24,5,1,2,8,4,9,14
219,15,15,1,,,12,8,10,5
218,18,18,1,,,3,7,10,8
227,3,3,10,1,4,16,15,4,10
227,2,2,12,1,3,2,1,10,3
227,5,5,8,2,3,13,6,10,14
227,8,8,7,4,2,14,15,5,3
227,10,10,17,3,1,13,3,1,4
227,11,11,18,1,3,6,11,15,12
227,14,14,19,,,4,2,13,12
227,15,15,2,2,3,12,8,10,5
227,17,17,1,1,3,8,11,13,16
227,19,19,4,1,2,6,9,3,4
227,20,20,11,4,2,6,12,1,2
227,22,22,13,1,2,16,2,10,15
227,23,23,6,3,2,12,13,16,14
227,24,24,9,1,3,8,4,9,14
227,25,25,15,3,2,3,9,11,12
227,26,26,16,2,1,15,1,5,13
227,27,27,5,2,3,1,8,5,11
227,29,29,14,1,4,7,12,10,9
227,30,30,3,3,1,15,9,1,6
232,3,3,14,2,3,16,15,4,10
232,2,2,6,2,3,2,1,10,3
232,1,1,3,1,4,7,2,11,14
232,5,5,20,2,3,13,6,10,14
232,6,6,11,4,2,6,2,8,7
232,8,8,15,2,4,14,15,5,3
232,10,10,12,1,4,13,3,1,4
232,11,11,7,3,4,6,11,15,12
232,13,13,2,3,1,9,2,5,14
232,15,15,9,4,1,12,8,10,5
232,18,18,21,,,3,7,10,8
232,19,19,4,1,2,6,9,3,4
232,22,22,1,4,3,16,2,10,15
232,23,23,16,3,1,12,13,16,14
232,25,25,13,3,2,3,9,11,12
232,27,27,19,3,2,1,8,5,11
232,28,28,5,1,3,16,1,9,7
232,29,29,17,1,4,7,12,10,9
232,30,30,10,1,2,15,9,1,6
232,31,31,18,4,1,14,16,1,7
232,32,32,8,2,4,2,5,11,4
239,4,4,9,2,3,11,13,10,9
239,3,3,24,2,3,16,15,4,10
239,2,2,23,2,3,2,1,10,3
239,1,1,20,4,2,7,2,11,14
239,5,5,2,4,3,13,6,10,14
239,6,6,17,1,3,6,2,8,7
239,7,7,31,3,4,6,4,16,8
239,8,8,27,2,4,14,15,5,3
239,9,9,1,2,3,3,15,8,14
239,10,10,15,1,4,13,3,1,4
239,11,11,13,3,1,6,11,15,12
239,12,12,21,2,3,11,15,4,7
239,13,13,5,3,2,9,2,5,14
239,14,14,3,3,1,4,2,13,12
239,15,15,19,4,2,12,8,10,5
239,16,16,29,1,4,13,5,7,6
239,17,17,16,3,1,8,11,13,16
239,18,18,8,2,4,3,7,10,8
239,19,19,32,1,4,6,9,3,4
239,20,20,12,3,2,6,12,1,2
239,21,21,22,4,1,3,16,12,5
239,22,22,4,4,3,16,2,10,15
239,23,23,7,4,1,12,13,16,14
239,24,24,30,4,2,8,4,9,14
239,25,25,14,4,2,3,9,11,12
239,26,26,6,1,2,15,1,5,13
239,27,27,10,3,2,1,8,5,11
239,28,28,11,2,3,16,1,9,7
239,29,29,28,2,3,7,12,10,9
239,30,30,18,1,2,15,9,1,6
239,31,31,25,1,3,14,16,1,7
239,32,32,26,2,4,2,5,11,4
240,4,4,9,1,4,11,13,10,9
240,3,3,23,1,4,16,15,4,10
240,2,2,22,2,4,2,1,10,3
240,1,1,25,3,2,7,2,11,14
240,5,5,29,4,3,13,6,10,14
240,6,6,16,3,2,6,2,8,7
240,7,7,2,3,2,6,4,16,8
240,8,8,1,1,4,14,15,5,3
240,9,9,20,4,1,3,15,8,14
240,10,10,14,1,4,13,3,1,4
240,11,11,26,2,1,6,11,15,12
240,12,12,18,1,3,11,15,4,7
240,13,13,12,4,1,9,2,5,14
240,14,14,24,4,1,4,2,13,12
240,15,15,31,1,3,12,8,10,5
240,16,16,6,1,3,13,5,7,6
240,17,17,32,2,1,8,11,13,16
240,18,18,13,4,1,3,7,10,8
240,19,19,11,3,4,6,9,3,4
240,20,20,30,2,4,6,12,1,2
240,21,21,15,3,1,3,16,12,5
240,22,22,10,1,3,16,2,10,15
240,23,23,17,4,2,12,13,16,14
240,24,24,3,1,2,8,4,9,14
240,25,25,4,3,1,3,9,11,12
240,26,26,8,4,1,15,1,5,13
240,27,27,28,4,1,1,8,5,11
240,28,28,19,1,3,16,1,9,7
240,29,29,5,2,3,7,12,10,9
240,30,30,27,3,2,15,9,1,6
240,31,31,21,2,4,14,16,1,7
240,32,32,7,3,4,2,5,11,4
237,24,24,1,,,8,4,9,14
238,4,4,1,,,11,13,10,9
236,28,28,1,,,16,1,9,7
235,13,13,1,,,9,2,5,14
241,3,3,1,2,4,16,15,4,10
241,12,12,2,,,11,15,4,7
243,6,6,7,3,2,6,2,8,7
243,10,10,1,1,3,13,3,1,4
243,11,11,5,2,1,6,11,15,12
243,13,13,4,4,2,9,2,5,14
243,24,24,9,,,8,4,9,14
243,26,26,2,4,2,15,1,5,13
243,27,27,6,3,1,1,8,5,11
243,29,29,8,1,3,7,12,10,9
243,32,32,3,3,1,2,5,11,4
252,4,4,16,2,3,11,13,10,9
252,3,3,24,2,3,16,15,4,10
252,2,2,14,2,1,2,1,10,3
252,1,1,27,4,2,7,2,11,14
252,5,5,17,4,2,13,6,10,14
252,6,6,6,4,1,6,2,8,7
252,7,7,15,3,1,6,4,16,8
252,8,8,4,1,4,14,15,5,3
252,9,9,25,4,1,3,15,8,14
252,10,10,30,1,4,13,3,1,4
252,11,11,29,3,1,6,11,15,12
252,12,12,7,2,3,11,15,4,7
252,13,13,12,4,2,9,2,5,14
252,14,14,26,3,1,4,2,13,12
252,15,15,8,4,2,12,8,10,5
252,16,16,21,1,4,13,5,7,6
252,17,17,13,3,1,8,11,13,16
252,18,18,28,2,4,3,7,10,8
252,19,19,9,2,1,6,9,3,4
252,20,20,11,3,1,6,12,1,2
252,21,21,31,4,1,3,16,12,5
252,22,22,2,3,2,16,2,10,15
252,23,23,32,4,1,12,13,16,14
252,24,24,19,4,1,8,4,9,14
252,25,25,3,3,1,3,9,11,12
252,26,26,20,4,2,15,1,5,13
252,27,27,5,4,2,1,8,5,11
252,28,28,23,4,3,16,1,9,7
252,29,29,10,4,3,7,12,10,9
252,30,30,1,1,4,15,9,1,6
252,31,31,18,1,2,14,16,1,7
252,32,32,22,3,1,2,5,11,4
250,1,1,2,,,7,2,11,14
250,25,25,1,3,2,3,9,11,12
247,3,3,1,2,4,16,15,4,10
247,5,5,4,1,3,13,6,10,14
247,12,12,3,2,1,11,15,4,7
247,17,17,5,,,8,11,13,16
247,21,21,2,4,1,3,16,12,5
246,4,4,3,2,4,11,13,10,9
246,11,11,5,,,6,11,15,12
246,16,16,4,1,4,13,5,7,6
246,18,18,1,2,3,3,7,10,8
246,26,26,2,1,2,15,1,5,13
245,4,4,6,2,3,11,13,10,9
245,3,3,15,1,4,16,15,4,10
245,2,2,1,2,3,2,1,10,3
245,1,1,12,1,4,7,2,11,14
245,5,5,5,1,2,13,6,10,14
245,6,6,2,4,1,6,2,8,7
245,7,7,16,3,1,6,4,16,8
245,8,8,8,2,1,14,15,5,3
245,9,9,25,2,4,3,15,8,14
245,10,10,18,3,1,13,3,1,4
245,11,11,29,3,1,6,11,15,12
245,12,12,11,4,1,11,15,4,7
245,13,13,9,3,4,9,2,5,14
245,14,14,23,2,3,4,2,13,12
245,15,15,27,1,3,12,8,10,5
245,16,16,19,2,4,13,5,7,6
245,17,17,26,4,1,8,11,13,16
245,18,18,30,2,3,3,7,10,8
245,19,19,13,3,2,6,9,3,4
245,20,20,14,2,1,6,12,1,2
245,21,21,20,3,1,3,16,12,5
245,22,22,10,1,3,16,2,10,15
245,23,23,28,3,2,12,13,16,14
245,24,24,3,1,4,8,4,9,14
245,25,25,31,4,2,3,9,11,12
245,26,26,7,1,4,15,1,5,13
245,27,27,24,3,4,1,8,5,11
245,28,28,22,1,3,16,1,9,7
245,29,29,4,2,3,7,12,10,9
245,30,30,17,1,2,15,9,1,6
245,31,31,32,4,1,14,16,1,7
245,32,32,21,2,3,2,5,11,4
253,5,5,2,1,2,13,6,10,14
253,9,9,3,3,1,3,15,8,14
